Subject: DBS3018

Phoneme Table Data:
0.34771	0.019578	
0.15	0.33086	
0.58609	0.42431	
0.26215	0.27027	
0.044454	0.19705	
0.75493	0.82172	
0.24279	0.42992	
0.4424	0.88777	
0.6878	0.39118	
0.35923	0.76911	
0.73634	0.39679	
0.39471	0.80851	
0.68342	0.75508	
0.70405	0.3774	
0.44231	0.21602	

Triplet Table Data:
0.79041	0.40695	
0.9493	0.74871	
0.32757	0.82558	
0.67126	0.78996	
0.43864	0.31852	
0.8335	0.53406	
0.76885	0.089951	
0.16725	0.11171	
0.86198	0.13629	
0.98987	0.67865	
0.51442	0.49518	
0.88428	0.18971	
0.58803	0.49501	
0.15475	0.14761	
0.19986	0.054974	
