Subject: DBS3011

Phoneme Table Data:
0.085516	0.62406	
0.26248	0.67914	
0.80101	0.39552	
0.02922	0.36744	
0.92885	0.98798	
0.73033	0.037739	
0.48861	0.88517	
0.57853	0.91329	
0.23728	0.79618	
0.45885	0.098712	
0.96309	0.26187	
0.54681	0.33536	
0.52114	0.67973	
0.23159	0.13655	
0.4889	0.72123	

Triplet Table Data:
0.10676	0.60987	
0.65376	0.61767	
0.49417	0.85944	
0.77905	0.80549	
0.71504	0.57672	
0.90372	0.18292	
0.89092	0.23993	
0.33416	0.88651	
0.69875	0.028674	
0.19781	0.4899	
0.030541	0.16793	
0.74407	0.97868	
0.50002	0.71269	
0.47992	0.50047	
0.90472	0.47109	
