Subject: DBS3016

Phoneme Table Data:
0.7788	0.67612	
0.42345	0.28906	
0.090823	0.67181	
0.26647	0.69514	
0.15366	0.067993	
0.28101	0.25479	
0.44009	0.22404	
0.52714	0.66783	
0.45742	0.84439	
0.87537	0.34446	
0.51805	0.78052	
0.94362	0.67533	
0.63771	0.0067153	
0.95769	0.60217	
0.24071	0.38677	

Triplet Table Data:
0.91599	0.60739	
0.0011511	0.19175	
0.46245	0.73843	
0.42435	0.24285	
0.46092	0.91742	
0.77016	0.26906	
0.32247	0.7655	
0.78474	0.18866	
0.47136	0.2875	
0.035763	0.091113	
0.17587	0.57621	
0.72176	0.68336	
0.47349	0.54659	
0.15272	0.42573	
0.34112	0.64444	
