Subject: DBS4080

Phoneme Table Data:
0.11228	0.4876	
0.78443	0.76896	
0.29157	0.39601	
0.60353	0.27294	
0.96442	0.037235	
0.43248	0.67329	
0.69475	0.42956	
0.7581	0.45174	
0.43264	0.60986	
0.6555	0.059403	
0.10976	0.31581	
0.93376	0.77272	
0.18746	0.69643	
0.26618	0.12533	
0.79783	0.13015	

Triplet Table Data:
0.092352	0.31643	
0.0078203	0.21756	
0.42311	0.25104	
0.65557	0.89292	
0.72292	0.70322	
0.53121	0.55574	
0.10882	0.18443	
0.63177	0.21203	
0.1265	0.077347	
0.1343	0.9138	
0.098594	0.70672	
0.14203	0.55779	
0.16825	0.31343	
0.19625	0.1662	
0.31748	0.6225	
