Subject: DBS4079

Phoneme Table Data:
0.69253	0.051332	
0.55667	0.072885	
0.39652	0.088527	
0.061591	0.79835	
0.78018	0.94301	
0.33758	0.68372	
0.60787	0.13208	
0.74125	0.72272	
0.10481	0.11035	
0.12789	0.11749	
0.54954	0.64072	
0.48523	0.32881	
0.89048	0.65381	
0.79896	0.74913	
0.73434	0.58319	

Triplet Table Data:
0.74003	0.20567	
0.23483	0.38827	
0.73496	0.55178	
0.9706	0.22895	
0.86693	0.64194	
0.086235	0.48448	
0.36644	0.15185	
0.3692	0.78193	
0.68503	0.10061	
0.59794	0.29407	
0.78936	0.23737	
0.36765	0.53087	
0.20603	0.091499	
0.086667	0.40532	
0.77193	0.10485	
