Subject: DBS3010

Phoneme Table Data:
0.54701	0.30635	
0.29632	0.50851	
0.74469	0.51077	
0.18896	0.81763	
0.68678	0.79483	
0.18351	0.64432	
0.36848	0.37861	
0.62562	0.81158	
0.78023	0.53283	
0.081126	0.35073	
0.92939	0.939	
0.77571	0.87594	
0.48679	0.55016	
0.43586	0.62248	
0.44678	0.58704	

Triplet Table Data:
0.20774	0.97975	
0.30125	0.43887	
0.47092	0.11112	
0.23049	0.25806	
0.84431	0.40872	
0.19476	0.5949	
0.22592	0.26221	
0.17071	0.60284	
0.22766	0.71122	
0.4357	0.22175	
0.3111	0.11742	
0.92338	0.29668	
0.43021	0.31878	
0.18482	0.42417	
0.90488	0.50786	
