Subject: DBS3004

Phoneme Table Data:
0.75127	0.34998	
0.2551	0.1966	
0.50596	0.25108	
0.69908	0.61604	
0.8909	0.47329	
0.95929	0.35166	
0.54722	0.83083	
0.13862	0.58526	
0.14929	0.54972	
0.25751	0.91719	
0.84072	0.28584	
0.25428	0.7572	
0.81428	0.75373	
0.24352	0.38045	
0.92926	0.56782	

Triplet Table Data:
0.075854	0.60198	
0.05395	0.26297	
0.5308	0.65408	
0.77917	0.68921	
0.93401	0.74815	
0.12991	0.45054	
0.56882	0.083821	
0.46939	0.22898	
0.011902	0.91334	
0.33712	0.15238	
0.16218	0.82582	
0.79428	0.53834	
0.31122	0.99613	
0.52853	0.078176	
0.16565	0.44268	
