Subject: DBS3019

Phoneme Table Data:
0.85071	0.22784	
0.56056	0.49809	
0.92961	0.90085	
0.69667	0.57466	
0.58279	0.84518	
0.8154	0.73864	
0.87901	0.58599	
0.98891	0.24673	
0.00052238	0.66642	
0.86544	0.083483	
0.61257	0.62596	
0.98995	0.66094	
0.52768	0.72975	
0.47952	0.89075	
0.80135	0.9823	

Triplet Table Data:
0.76903	0.049533	
0.58145	0.48957	
0.92831	0.19251	
0.58009	0.12308	
0.016983	0.20549	
0.12086	0.14651	
0.86271	0.18907	
0.4843	0.042652	
0.84486	0.6352	
0.20941	0.28187	
0.55229	0.5386	
0.62988	0.69516	
0.031991	0.49912	
0.61471	0.5358	
0.36241	0.44518	
