Subject: DBS3017

Phoneme Table Data:
0.64762	0.41616	
0.67902	0.84193	
0.63579	0.83292	
0.94517	0.25644	
0.20893	0.61346	
0.70928	0.58225	
0.23623	0.54074	
0.1194	0.86994	
0.6073	0.26478	
0.45014	0.31807	
0.45873	0.11921	
0.66194	0.93983	
0.77029	0.64555	
0.35022	0.47946	
0.66201	0.63932	

Triplet Table Data:
0.54472	0.77198	
0.64731	0.93285	
0.54389	0.97274	
0.72105	0.19203	
0.5225	0.13887	
0.9937	0.69627	
0.21868	0.09382	
0.1058	0.5254	
0.1097	0.53034	
0.063591	0.86114	
0.40458	0.48485	
0.44837	0.39346	
0.36582	0.67143	
0.7635	0.74126	
0.6279	0.52005	
