Subject: DBS3015

Phoneme Table Data:
0.032601	0.12061	
0.5612	0.58951	
0.88187	0.22619	
0.66918	0.38462	
0.19043	0.58299	
0.36892	0.25181	
0.46073	0.29044	
0.98164	0.61709	
0.1564	0.26528	
0.85552	0.82438	
0.64476	0.98266	
0.37627	0.73025	
0.19092	0.34388	
0.42825	0.58407	
0.48202	0.10777	

Triplet Table Data:
0.90631	0.69989	
0.87965	0.63853	
0.81776	0.033604	
0.26073	0.068806	
0.59436	0.3196	
0.022513	0.53086	
0.42526	0.65445	
0.31272	0.40762	
0.16148	0.81998	
0.17877	0.71836	
0.42289	0.96865	
0.094229	0.53133	
0.59852	0.32515	
0.47092	0.10563	
0.69595	0.61096	
