Subject: DBS3014

Phoneme Table Data:
0.059619	0.4538	
0.68197	0.43239	
0.042431	0.82531	
0.071445	0.08347	
0.52165	0.13317	
0.09673	0.17339	
0.81815	0.39094	
0.81755	0.83138	
0.72244	0.80336	
0.14987	0.060471	
0.65961	0.39926	
0.51859	0.52688	
0.97297	0.4168	
0.64899	0.65686	
0.80033	0.62797	

Triplet Table Data:
0.29198	0.42284	
0.43165	0.54787	
0.015487	0.94274	
0.98406	0.41774	
0.16717	0.98305	
0.10622	0.30145	
0.37241	0.7011	
0.19812	0.66634	
0.48969	0.53913	
0.33949	0.69811	
0.95163	0.66653	
0.92033	0.17813	
0.052677	0.12801	
0.73786	0.99908	
0.26912	0.17112	
